
bin:numactl:nthreads:time:lookups:mem-max-resident:gridtype:mode
./XSBench-mpi:0,1:208::62237355::unionized:history
./XSBench-mpi:0,1:200::62671621::unionized:history
./XSBench-mpi:0,1:192::60967027::unionized:history
./XSBench-mpi:0,1:184::58158741::unionized:history
./XSBench-mpi:0,1:176::56600058::unionized:history
./XSBench-mpi:0,1:168::55070868::unionized:history
./XSBench-mpi:0,1:160::54760084::unionized:history
./XSBench-mpi:0,1:152::53049873::unionized:history
./XSBench-mpi:0,1:144::51316573::unionized:history
./XSBench-mpi:0,1:136::49111788::unionized:history
./XSBench-mpi:0,1:128::46886216::unionized:history
./XSBench-mpi:0,1:120::44908928::unionized:history
./XSBench-mpi:0,1:112::42561968::unionized:history
./XSBench-mpi:0,1:104::40249352::unionized:history
./XSBench-mpi:0,1:96::37685602::unionized:history
./XSBench-mpi:0,1:88::34922996::unionized:history
./XSBench-mpi:0,1:80::31907228::unionized:history
./XSBench-mpi:0,1:72::28778073::unionized:history
./XSBench-mpi:0,1:64::25535792::unionized:history
./XSBench-mpi:0,1:56::22330455::unionized:history
./XSBench-mpi:0,1:48::19146195::unionized:history
./XSBench-mpi:0,1:40::15936215::unionized:history
./XSBench-mpi:0,1:32::12786101::unionized:history
./XSBench-mpi:0,1:24::9597654::unionized:history
./XSBench-mpi:0,1:16::6387051::unionized:history
./XSBench-mpi:0,1:8::3200806::unionized:history
./XSBench-mpi:0,1:4::1597655::unionized:history
./XSBench-mpi:0,1:2::1249177::unionized:history
./XSBench-mpi:2,3:208::59988529::unionized:history
./XSBench-mpi:2,3:200::61093712::unionized:history
./XSBench-mpi:2,3:192::59493410::unionized:history
./XSBench-mpi:2,3:184::57856111::unionized:history
./XSBench-mpi:2,3:176::55977844::unionized:history
./XSBench-mpi:2,3:168::54187487::unionized:history
./XSBench-mpi:2,3:160::52299874::unionized:history
./XSBench-mpi:2,3:152::50385043::unionized:history
./XSBench-mpi:2,3:144::48402439::unionized:history
./XSBench-mpi:2,3:136::46221484::unionized:history
./XSBench-mpi:2,3:128::44162992::unionized:history
./XSBench-mpi:2,3:120::42018872::unionized:history
./XSBench-mpi:2,3:112::39731895::unionized:history
./XSBench-mpi:2,3:104::37259654::unionized:history
./XSBench-mpi:2,3:96::34748312::unionized:history
./XSBench-mpi:2,3:88::32182906::unionized:history
./XSBench-mpi:2,3:80::29147264::unionized:history
./XSBench-mpi:2,3:72::26155869::unionized:history
./XSBench-mpi:2,3:64::23118840::unionized:history
./XSBench-mpi:2,3:56::20152198::unionized:history
./XSBench-mpi:2,3:48::17241232::unionized:history
./XSBench-mpi:2,3:40::14310404::unionized:history
./XSBench-mpi:2,3:32::11453122::unionized:history
./XSBench-mpi:2,3:24::8551793::unionized:history
./XSBench-mpi:2,3:16::5671944::unionized:history
./XSBench-mpi:2,3:8::2850733::unionized:history
./XSBench-mpi:2,3:4::1416688::unionized:history
./XSBench-mpi:2,3:2::1100982::unionized:history
./XSBench-default:0:104:0.577:29457533::unionized:history
./XSBench-default:2:104:0.562:30261432::unionized:history
./XSBench-aml-lat:0,1:208:0.293:58057566::unionized:history
./XSBench-aml-lat:0,1:200:0.290:58647216::unionized:history
./XSBench-aml-lat:0,1:192:0.298:57006825::unionized:history
./XSBench-aml-lat:0,1:184:0.306:55572269::unionized:history
./XSBench-aml-lat:0,1:176:0.316:53809244::unionized:history
./XSBench-aml-lat:0,1:168:0.328:51871486::unionized:history
./XSBench-aml-lat:0,1:160:0.342:49736553::unionized:history
./XSBench-aml-lat:0,1:152:0.359:47345589::unionized:history
./XSBench-aml-lat:0,1:144:0.376:45214810::unionized:history
./XSBench-aml-lat:0,1:136:0.403:42206557::unionized:history
./XSBench-aml-lat:0,1:128:0.436:39023934::unionized:history
./XSBench-aml-lat:0,1:120:0.468:36333639::unionized:history
./XSBench-aml-lat:0,1:112:0.512:33183556::unionized:history
./XSBench-aml-lat:0,1:104:0.563:30173623::unionized:history
./XSBench-aml-lat:0,1:96:0.598:28420012::unionized:history
./XSBench-aml-lat:0,1:88:0.643:26432242::unionized:history
./XSBench-aml-lat:0,1:80:0.663:25644811::unionized:history
./XSBench-aml-lat:0,1:72:0.704:24147727::unionized:history
./XSBench-aml-lat:0,1:64:0.766:22187706::unionized:history
./XSBench-aml-lat:0,1:56:0.843:20164734::unionized:history
./XSBench-aml-lat:0,1:52:0.890:19110182::unionized:history
./XSBench-aml-lat:0,1:48:0.950:17892742::unionized:history
./XSBench-aml-lat:0,1:40:1.106:15365687::unionized:history
./XSBench-aml-lat:0,1:32:1.385:12272817::unionized:history
./XSBench-aml-lat:0,1:24:1.846:9208517::unionized:history
./XSBench-aml-lat:0,1:16:2.771:6135724::unionized:history
./XSBench-aml-lat:0,1:8:5.543:3066719::unionized:history
./XSBench-aml-lat:0,1:4:11.018:1542911::unionized:history
./XSBench-aml-lat:0,1:2:22.097:769351::unionized:history
./XSBench-aml-lat:0,1:1:28.844:589379::unionized:history
./XSBench-aml-bw:2,3:208:0.305:55719268::unionized:history
./XSBench-aml-bw:2,3:200:0.300:56617990::unionized:history
./XSBench-aml-bw:2,3:192:0.308:55170105::unionized:history
./XSBench-aml-bw:2,3:184:0.318:53470892::unionized:history
./XSBench-aml-bw:2,3:176:0.330:51523427::unionized:history
./XSBench-aml-bw:2,3:168:0.341:49897283::unionized:history
./XSBench-aml-bw:2,3:160:0.355:47822251::unionized:history
./XSBench-aml-bw:2,3:152:0.373:45572748::unionized:history
./XSBench-aml-bw:2,3:144:0.395:43057598::unionized:history
./XSBench-aml-bw:2,3:136:0.420:40446427::unionized:history
./XSBench-aml-bw:2,3:128:0.452:37602713::unionized:history
./XSBench-aml-bw:2,3:120:0.486:34954675::unionized:history
./XSBench-aml-bw:2,3:112:0.527:32247592::unionized:history
./XSBench-aml-bw:2,3:104:0.576:29539224::unionized:history
./XSBench-aml-bw:2,3:96:0.608:27957630::unionized:history
./XSBench-aml-bw:2,3:88:0.644:26380841::unionized:history
./XSBench-aml-bw:2,3:80:0.689:24663663::unionized:history
./XSBench-aml-bw:2,3:72:0.746:22775842::unionized:history
./XSBench-aml-bw:2,3:64:0.814:20893250::unionized:history
./XSBench-aml-bw:2,3:56:0.903:18821843::unionized:history
./XSBench-aml-bw:2,3:52:0.959:17723822::unionized:history
./XSBench-aml-bw:2,3:48:1.025:16590462::unionized:history
./XSBench-aml-bw:2,3:40:1.212:14027894::unionized:history
./XSBench-aml-bw:2,3:32:1.525:11144677::unionized:history
./XSBench-aml-bw:2,3:24:2.048:8298791::unionized:history
./XSBench-aml-bw:2,3:16:3.081:5517821::unionized:history
./XSBench-aml-bw:2,3:8:6.195:2744151::unionized:history
./XSBench-aml-bw:2,3:4:12.373:1373963::unionized:history
./XSBench-aml-bw:2,3:2:24.900:682724::unionized:history
./XSBench-aml-bw:2,3:1:32.691:520017::unionized:history
./XSBench-mpi:0,1:208::63250982::unionized:history
./XSBench-mpi:0,1:200::62645953::unionized:history
./XSBench-mpi:0,1:192::61368761::unionized:history
./XSBench-mpi:0,1:184::57844878::unionized:history
./XSBench-mpi:0,1:176::56066289::unionized:history
./XSBench-mpi:0,1:168::55695478::unionized:history
./XSBench-mpi:0,1:160::55079165::unionized:history
./XSBench-mpi:0,1:152::53006757::unionized:history
./XSBench-mpi:0,1:144::51280789::unionized:history
./XSBench-mpi:0,1:136::49247659::unionized:history
./XSBench-mpi:0,1:128::47005713::unionized:history
./XSBench-mpi:0,1:120::44951575::unionized:history
./XSBench-mpi:0,1:112::42604761::unionized:history
./XSBench-mpi:0,1:104::40081107::unionized:history
./XSBench-mpi:0,1:96::37678467::unionized:history
./XSBench-mpi:0,1:88::34989051::unionized:history
./XSBench-mpi:0,1:80::31941889::unionized:history
./XSBench-mpi:0,1:72::28784269::unionized:history
./XSBench-mpi:0,1:64::25569975::unionized:history
./XSBench-mpi:0,1:56::22344584::unionized:history
./XSBench-mpi:0,1:48::19158103::unionized:history
./XSBench-mpi:0,1:40::15970968::unionized:history
./XSBench-mpi:0,1:32::12821822::unionized:history
./XSBench-mpi:0,1:24::9581935::unionized:history
./XSBench-mpi:0,1:16::6395931::unionized:history
./XSBench-mpi:0,1:8::3212157::unionized:history
./XSBench-mpi:0,1:4::1603946::unionized:history
./XSBench-mpi:0,1:2::1249738::unionized:history
./XSBench-mpi:2,3:208::61627586::unionized:history
